dew,temperature,pression
-10,-1.0,1022.0
-10,2.0,1022.0
-10,6.0,1021.0
-11,8.0,1020.0
-12,10.0,1019.0
-12,12.0,1018.0
-14,14.0,1017.0
-13,14.0,1016.0
-14,14.0,1015.0
-13,14.0,1015.0
-14,12.0,1015.0
-14,13.0,1016.0
-14,10.0,1017.0
-14,5.0,1019.0
-14,3.0,1020.0
-16,5.0,1021.0
-16,5.0,1021.0
-16,2.0,1022.0
-18,5.0,1022.0
-19,4.0,1023.0
-18,4.0,1023.0
-18,3.0,1023.0
-18,3.0,1024.0
-16,3.0,1025.0
-17,5.0,1026.0
-17,7.0,1027.0
-18,8.0,1027.0
-18,10.0,1027.0
-17,11.0,1027.0
-17,11.0,1026.0
-18,12.0,1025.0
-18,12.0,1024.0
-17,12.0,1024.0
-16,11.0,1024.0
-17,9.0,1024.0
-11,7.0,1025.0
-11,6.0,1025.0
-11,5.0,1027.0
-9,3.0,1028.0
-9,2.0,1028.0
-9,0.0,1028.0
-8,0.0,1029.0
-8,-1.0,1028.0
-8,-2.0,1027.0
-10,-4.0,1027.0
-10,-5.0,1027.0
-8,-4.0,1028.0
-8,-4.0,1028.0
-8,0.0,1028.0
-9,3.0,1028.0
-11,5.0,1027.0
-11,7.0,1026.0
-12,8.0,1025.0
-12,9.0,1023.0
-13,10.0,1022.0
-7,10.0,1020.0
-6,9.0,1020.0
-6,9.0,1019.0
-5,9.0,1019.0
-4,8.0,1019.0
-1,8.0,1019.0
-2,7.0,1019.0
0,5.0,1019.0
2,4.0,1019.0
2,4.0,1018.0
3,4.0,1018.0
3,3.0,1016.0
3,3.0,1016.0
3,3.0,1014.0
3,3.0,1014.0
3,3.0,1014.0
3,3.0,1014.0
3,4.0,1014.0
4,4.0,1014.0
4,6.0,1014.0
3,7.0,1013.0
4,8.0,1012.0
3,9.0,1012.0
3,10.0,1010.0
3,11.0,1010.0
3,11.0,1010.0
4,10.0,1010.0
4,9.0,1010.0
4,8.0,1011.0
5,7.0,1012.0
4,6.0,1012.0
3,4.0,1013.0
3,4.0,1013.0
3,4.0,1013.0
4,4.0,1013.0
4,4.0,1012.0
4,4.0,1012.0
4,4.0,1012.0
4,4.0,1012.0
3,3.0,1012.0
3,3.0,1013.0
2,2.0,1013.0
2,2.0,1013.0
2,2.0,1013.0
3,3.0,1013.0
3,3.0,1013.0
3,3.0,1012.0
4,4.0,1012.0
4,4.0,1012.0
3,4.0,1012.0
3,4.0,1013.0
3,4.0,1014.0
3,4.0,1015.0
3,4.0,1016.0
3,4.0,1017.0
1,1.0,1018.0
0,0.0,1020.0
0,0.0,1021.0
0,0.0,1022.0
-1,-1.0,1022.0
-2,-1.0,1023.0
-4,-1.0,1024.0
-5,-1.0,1025.0
-5,-1.0,1025.0
-5,-1.0,1027.0
-7,-1.0,1027.0
-7,0.0,1029.0
-8,1.0,1029.0
-8,2.0,1029.0
-5,3.0,1029.0
-4,4.0,1028.0
-5,4.0,1027.0
-5,5.0,1026.0
-6,4.0,1027.0
-6,4.0,1027.0
-6,4.0,1027.0
-5,3.0,1027.0
-3,3.0,1027.0
-3,3.0,1027.0
-3,3.0,1028.0
-3,3.0,1028.0
-2,1.0,1028.0
-2,1.0,1028.0
-2,1.0,1028.0
-1,1.0,1027.0
-1,0.0,1027.0
-2,0.0,1027.0
-2,-1.0,1027.0
-2,-1.0,1027.0
-3,2.0,1028.0
-2,4.0,1028.0
-5,5.0,1028.0
-7,6.0,1027.0
-5,7.0,1026.0
-3,6.0,1025.0
-3,5.0,1024.0
-3,5.0,1023.0
-2,5.0,1023.0
-2,5.0,1023.0
-2,5.0,1023.0
-2,4.0,1023.0
-2,4.0,1023.0
-2,4.0,1023.0
-2,3.0,1024.0
-2,3.0,1024.0
-2,0.0,1024.0
-2,-1.0,1024.0
-2,-2.0,1024.0
-1,-1.0,1024.0
-1,-1.0,1024.0
-2,-1.0,1024.0
-3,-2.0,1024.0
-2,-1.0,1025.0
0,1.0,1026.0
-1,4.0,1026.0
-2,7.0,1026.0
-4,8.0,1026.0
-6,9.0,1025.0
-7,11.0,1024.0
-6,11.0,1023.0
-4,11.0,1023.0
-4,11.0,1022.0
-4,10.0,1023.0
-3,9.0,1023.0
-3,6.0,1023.0
-1,7.0,1023.0
0,7.0,1023.0
0,6.0,1023.0
1,5.0,1023.0
1,5.0,1023.0
1,4.0,1024.0
1,3.0,1023.0
0,2.0,1022.0
0,1.0,1022.0
-1,1.0,1022.0
-2,-1.0,1022.0
-1,0.0,1021.0
1,2.0,1022.0
1,3.0,1022.0
1,6.0,1021.0
1,7.0,1021.0
1,8.0,1020.0
2,10.0,1018.0
2,10.0,1018.0
2,11.0,1017.0
2,10.0,1017.0
2,10.0,1017.0
2,9.0,1017.0
2,8.0,1017.0
2,7.0,1017.0
3,7.0,1018.0
2,7.0,1019.0
2,7.0,1019.0
2,8.0,1019.0
2,7.0,1020.0
2,7.0,1020.0
2,6.0,1019.0
2,6.0,1020.0
2,6.0,1021.0
2,5.0,1022.0
3,5.0,1023.0
3,6.0,1024.0
1,8.0,1024.0
-1,9.0,1025.0
-2,9.0,1024.0
-2,11.0,1024.0
-5,11.0,1022.0
-6,11.0,1022.0
-6,12.0,1021.0
-6,11.0,1020.0
-7,10.0,1020.0
-2,9.0,1020.0
-1,9.0,1020.0
-1,8.0,1021.0
-3,8.0,1021.0
-3,6.0,1020.0
-4,6.0,1020.0
-5,7.0,1019.0
-4,6.0,1017.0
0,4.0,1017.0
-1,4.0,1017.0
0,3.0,1015.0
1,2.0,1015.0
1,2.0,1015.0
1,1.0,1015.0
2,3.0,1014.0
1,7.0,1014.0
-6,11.0,1012.0
-6,12.0,1012.0
-6,13.0,1012.0
-9,14.0,1013.0
-12,13.0,1014.0
-14,13.0,1015.0
-14,12.0,1015.0
-14,12.0,1015.0
-14,12.0,1015.0
-13,10.0,1016.0
-9,5.0,1017.0
-8,2.0,1017.0
-8,2.0,1017.0
-8,2.0,1017.0
-8,2.0,1017.0
-8,3.0,1018.0
-15,9.0,1018.0
-15,7.0,1018.0
-13,6.0,1018.0
-13,6.0,1018.0
-13,5.0,1019.0
-13,7.0,1019.0
-11,9.0,1019.0
-11,10.0,1020.0
-12,12.0,1020.0
-13,14.0,1019.0
-13,14.0,1019.0
-13,15.0,1019.0
-14,15.0,1018.0
-13,14.0,1018.0
-13,14.0,1017.0
-13,13.0,1017.0
-12,12.0,1018.0
-12,10.0,1018.0
-12,9.0,1020.0
-12,8.0,1021.0
-11,7.0,1021.0
-11,4.0,1022.0
-8,3.0,1023.0
-9,3.0,1023.0
-10,2.0,1024.0
-11,4.0,1024.0
-11,4.0,1024.0
-12,3.0,1025.0
-12,3.0,1025.0
-8,2.0,1026.0
-11,7.0,1026.0
-12,8.0,1026.0
-12,10.0,1026.0
-12,10.0,1026.0
-13,13.0,1024.0
-13,14.0,1023.0
-13,14.0,1022.0
-11,15.0,1021.0
-10,15.0,1020.0
-10,14.0,1020.0
-9,13.0,1020.0
-8,11.0,1020.0
-8,11.0,1021.0
-6,9.0,1021.0
-5,7.0,1021.0
-5,6.0,1021.0
-5,6.0,1021.0
-5,5.0,1021.0
-5,3.0,1020.0
-5,1.0,1020.0
-5,3.0,1020.0
-5,2.0,1020.0
-5,2.0,1021.0
-4,2.0,1021.0
-3,6.0,1021.0
-5,8.0,1021.0
-5,10.0,1021.0
-5,12.0,1020.0
-4,14.0,1019.0
-4,16.0,1018.0
-6,17.0,1017.0
-4,18.0,1016.0
-4,18.0,1015.0
-3,18.0,1015.0
-3,15.0,1016.0
-2,13.0,1016.0
-1,9.0,1017.0
-2,8.0,1017.0
-1,7.0,1018.0
0,8.0,1018.0
-1,5.0,1019.0
1,5.0,1019.0
-2,4.0,1019.0
-2,4.0,1019.0
-3,5.0,1019.0
-3,5.0,1020.0
-4,2.0,1020.0
-2,5.0,1021.0
-3,11.0,1022.0
-5,15.0,1022.0
-6,17.0,1022.0
-8,20.0,1022.0
-9,22.0,1021.0
-12,23.0,1020.0
-11,23.0,1019.0
-11,24.0,1019.0
-10,25.0,1018.0
-10,23.0,1018.0
-8,21.0,1019.0
-10,21.0,1019.0
-6,17.0,1020.0
-4,13.0,1021.0
-4,11.0,1022.0
-4,10.0,1022.0
-8,16.0,1023.0
-9,16.0,1024.0
-8,15.0,1024.0
-8,14.0,1024.0
-8,9.0,1025.0
-8,10.0,1026.0
-7,5.0,1026.0
-4,8.0,1027.0
-5,13.0,1027.0
-5,15.0,1028.0
-6,16.0,1027.0
-5,18.0,1027.0
-6,19.0,1026.0
-5,19.0,1025.0
-4,19.0,1023.0
-4,19.0,1022.0
-5,18.0,1021.0
-4,17.0,1020.0
-5,16.0,1020.0
-5,14.0,1020.0
-5,13.0,1020.0
-4,12.0,1020.0
-4,11.0,1019.0
-3,11.0,1019.0
-3,11.0,1017.0
-3,11.0,1017.0
-3,10.0,1016.0
-1,10.0,1015.0
-1,9.0,1014.0
-2,9.0,1014.0
-1,8.0,1013.0
-2,9.0,1014.0
-1,11.0,1014.0
-2,14.0,1014.0
-1,17.0,1013.0
0,21.0,1012.0
-4,22.0,1012.0
-7,23.0,1011.0
-9,23.0,1011.0
-9,23.0,1011.0
-11,22.0,1011.0
-11,21.0,1011.0
-13,20.0,1011.0
-13,17.0,1013.0
-13,16.0,1015.0
-13,15.0,1015.0
-11,13.0,1018.0
-10,12.0,1019.0
-11,11.0,1020.0
-11,10.0,1021.0
-12,9.0,1021.0
-12,9.0,1022.0
-12,8.0,1022.0
-11,7.0,1023.0
-11,6.0,1023.0
-12,7.0,1024.0
-12,9.0,1025.0
-11,9.0,1025.0
-14,10.0,1024.0
-15,11.0,1023.0
-14,13.0,1023.0
-15,13.0,1022.0
-15,13.0,1022.0
-17,13.0,1021.0
-19,12.0,1020.0
-18,11.0,1020.0
-17,11.0,1020.0
-18,11.0,1019.0
-18,11.0,1019.0
-10,10.0,1019.0
-12,10.0,1018.0
-11,10.0,1017.0
-10,11.0,1017.0
-9,8.0,1017.0
-11,8.0,1017.0
-16,8.0,1018.0
-16,7.0,1018.0
-16,6.0,1019.0
-16,5.0,1020.0
-13,5.0,1021.0
-14,6.0,1021.0
-16,6.0,1021.0
-17,8.0,1022.0
-17,9.0,1021.0
-17,11.0,1020.0
-17,11.0,1020.0
-16,13.0,1019.0
-16,13.0,1019.0
-15,13.0,1018.0
-14,12.0,1018.0
-13,12.0,1018.0
-13,9.0,1018.0
-12,9.0,1019.0
-12,9.0,1019.0
-9,7.0,1019.0
-8,6.0,1019.0
-8,5.0,1019.0
-7,5.0,1019.0
-7,4.0,1019.0
-7,4.0,1019.0
-8,4.0,1019.0
-7,3.0,1019.0
-4,4.0,1019.0
-3,4.0,1019.0
-5,6.0,1019.0
-7,7.0,1019.0
-7,9.0,1019.0
-9,10.0,1018.0
-7,11.0,1017.0
-7,12.0,1015.0
-6,12.0,1015.0
-7,11.0,1014.0
-8,11.0,1014.0
-7,9.0,1014.0
-7,9.0,1015.0
-7,8.0,1015.0
-8,8.0,1016.0
-9,7.0,1016.0
-10,7.0,1016.0
-10,7.0,1015.0
-10,6.0,1014.0
-9,6.0,1014.0
-9,7.0,1014.0
-8,6.0,1013.0
-7,6.0,1013.0
-7,6.0,1013.0
-6,6.0,1013.0
-5,6.0,1014.0
-4,6.0,1015.0
-5,7.0,1016.0
-8,9.0,1016.0
-7,10.0,1016.0
-7,11.0,1015.0
-5,11.0,1015.0
-6,11.0,1014.0
-6,11.0,1014.0
-3,11.0,1014.0
-3,11.0,1014.0
-3,10.0,1016.0
-3,10.0,1017.0
-2,9.0,1019.0
-6,6.0,1020.0
-14,10.0,1020.0
-12,9.0,1021.0
-10,8.0,1021.0
-12,7.0,1022.0
-14,6.0,1021.0
-14,7.0,1021.0
-14,5.0,1020.0
-14,3.0,1020.0
-13,3.0,1020.0
-12,5.0,1020.0
-15,10.0,1019.0
-14,10.0,1019.0
-15,12.0,1018.0
-15,13.0,1017.0
-14,15.0,1015.0
-13,17.0,1013.0
-13,19.0,1012.0
-12,20.0,1010.0
-15,21.0,1009.0
-15,20.0,1009.0
-16,19.0,1010.0
-14,18.0,1010.0
-15,17.0,1011.0
-16,17.0,1012.0
-17,16.0,1011.0
-17,15.0,1011.0
-13,10.0,1011.0
-16,14.0,1010.0
-16,12.0,1009.0
-16,12.0,1008.0
-14,9.0,1008.0
-16,15.0,1009.0
-15,14.0,1009.0
-13,15.0,1010.0
-12,16.0,1012.0
-11,16.0,1012.0
-11,18.0,1013.0
-12,19.0,1012.0
-12,18.0,1012.0
-13,19.0,1012.0
-15,20.0,1011.0
-15,20.0,1010.0
-16,19.0,1010.0
-16,19.0,1010.0
-15,16.0,1011.0
-16,14.0,1012.0
-16,13.0,1014.0
-16,12.0,1014.0
-15,12.0,1015.0
-14,13.0,1016.0
-14,11.0,1016.0
-17,12.0,1016.0
-16,11.0,1016.0
-15,9.0,1016.0
-15,9.0,1016.0
-14,7.0,1017.0
-14,9.0,1018.0
-13,10.0,1018.0
-14,12.0,1018.0
-13,14.0,1018.0
-15,14.0,1017.0
-15,17.0,1016.0
-14,17.0,1015.0
-12,19.0,1015.0
-12,19.0,1014.0
-12,19.0,1013.0
-12,18.0,1013.0
-12,17.0,1013.0
-12,16.0,1013.0
-12,15.0,1014.0
-13,14.0,1015.0
-12,14.0,1016.0
-11,13.0,1017.0
-9,12.0,1017.0
-8,12.0,1017.0
-8,12.0,1017.0
-8,12.0,1017.0
-6,9.0,1017.0
-5,8.0,1017.0
-5,7.0,1017.0
-5,5.0,1017.0
-3,8.0,1018.0
-6,12.0,1018.0
-8,15.0,1019.0
-8,19.0,1018.0
-8,19.0,1018.0
-8,20.0,1017.0
-8,21.0,1016.0
-7,23.0,1015.0
-7,23.0,1014.0
-8,23.0,1014.0
-8,23.0,1014.0
-3,14.0,1015.0
-3,10.0,1017.0
-4,9.0,1019.0
-5,7.0,1021.0
-7,6.0,1022.0
-8,6.0,1022.0
-8,5.0,1021.0
-8,3.0,1021.0
-8,3.0,1021.0
-8,1.0,1021.0
-6,2.0,1020.0
-8,2.0,1020.0
-8,1.0,1020.0
-4,4.0,1020.0
-8,8.0,1020.0
-9,10.0,1019.0
-9,11.0,1018.0
-7,13.0,1017.0
-7,14.0,1016.0
-6,16.0,1014.0
-6,18.0,1013.0
-4,20.0,1012.0
-4,20.0,1011.0
-3,20.0,1010.0
-2,20.0,1010.0
-1,16.0,1010.0
0,15.0,1011.0
-1,14.0,1012.0
0,12.0,1012.0
-1,13.0,1012.0
-2,12.0,1013.0
-2,12.0,1013.0
-1,10.0,1014.0
-8,10.0,1014.0
-11,14.0,1015.0
-14,14.0,1015.0
-14,13.0,1016.0
-14,15.0,1017.0
-16,17.0,1017.0
-15,18.0,1017.0
-16,19.0,1017.0
-15,20.0,1017.0
-14,22.0,1016.0
-15,22.0,1015.0
-14,24.0,1014.0
-14,24.0,1013.0
-14,24.0,1012.0
-13,25.0,1012.0
-14,24.0,1012.0
-13,18.0,1013.0
-12,18.0,1013.0
-9,17.0,1013.0
-9,17.0,1013.0
-7,18.0,1014.0
-6,14.0,1014.0
-5,12.0,1014.0
-5,13.0,1014.0
-4,10.0,1014.0
-3,11.0,1014.0
-2,10.0,1014.0
-1,10.0,1015.0
0,10.0,1015.0
0,13.0,1016.0
0,16.0,1016.0
0,18.0,1015.0
0,21.0,1014.0
1,23.0,1012.0
1,24.0,1012.0
2,25.0,1011.0
4,25.0,1010.0
4,27.0,1009.0
3,26.0,1008.0
5,25.0,1009.0
5,24.0,1009.0
4,22.0,1010.0
4,22.0,1010.0
8,18.0,1011.0
7,18.0,1011.0
7,18.0,1011.0
7,17.0,1010.0
7,18.0,1010.0
7,17.0,1009.0
7,16.0,1009.0
7,15.0,1009.0
8,14.0,1009.0
9,14.0,1009.0
6,20.0,1009.0
6,21.0,1009.0
6,21.0,1010.0
8,21.0,1010.0
8,21.0,1009.0
8,22.0,1008.0
8,22.0,1007.0
8,22.0,1007.0
8,21.0,1006.0
7,20.0,1006.0
7,20.0,1007.0
13,15.0,1008.0
13,15.0,1010.0
12,14.0,1011.0
11,13.0,1011.0
12,13.0,1012.0
2,14.0,1013.0
-1,13.0,1014.0
-4,13.0,1015.0
-4,12.0,1016.0
-6,11.0,1017.0
-7,9.0,1018.0
-10,9.0,1019.0
-11,10.0,1020.0
-10,12.0,1021.0
-8,13.0,1020.0
-12,14.0,1020.0
-13,16.0,1018.0
-11,17.0,1017.0
-11,17.0,1016.0
-11,19.0,1013.0
-11,19.0,1013.0
-12,19.0,1012.0
-13,19.0,1011.0
-13,19.0,1010.0
-13,18.0,1010.0
-5,16.0,1011.0
-3,16.0,1011.0
-3,15.0,1011.0
-2,15.0,1011.0
-5,14.0,1011.0
-8,14.0,1011.0
-11,14.0,1011.0
-11,14.0,1010.0
-12,14.0,1010.0
-12,14.0,1009.0
-12,13.0,1010.0
-12,15.0,1010.0
-12,17.0,1010.0
-11,18.0,1010.0
-9,21.0,1010.0
-8,22.0,1009.0
-8,21.0,1008.0
-8,22.0,1007.0
-7,25.0,1007.0
-6,25.0,1006.0
-6,26.0,1005.0
-5,25.0,1005.0
-5,23.0,1005.0
-4,18.0,1005.0
-4,18.0,1006.0
-1,18.0,1007.0
-3,20.0,1007.0
-2,17.0,1008.0
-1,14.0,1009.0
1,12.0,1009.0
1,10.0,1009.0
1,10.0,1009.0
2,8.0,1008.0
2,7.0,1008.0
3,7.0,1009.0
4,12.0,1009.0
1,15.0,1010.0
2,18.0,1010.0
2,21.0,1009.0
0,23.0,1009.0
-1,26.0,1007.0
-3,27.0,1006.0
-3,27.0,1005.0
-3,26.0,1004.0
-3,27.0,1004.0
-2,25.0,1004.0
-1,24.0,1004.0
-1,23.0,1005.0
0,19.0,1005.0
-1,23.0,1006.0
0,22.0,1006.0
1,22.0,1006.0
1,21.0,1006.0
1,18.0,1007.0
2,17.0,1007.0
3,12.0,1007.0
3,11.0,1007.0
2,8.0,1007.0
4,10.0,1008.0
6,13.0,1008.0
4,18.0,1008.0
4,21.0,1008.0
4,23.0,1007.0
0,26.0,1007.0
-3,28.0,1006.0
-5,28.0,1005.0
-6,30.0,1004.0
-6,30.0,1002.0
-5,29.0,1002.0
-5,28.0,1002.0
-5,27.0,1002.0
-3,25.0,1003.0
-2,24.0,1003.0
0,24.0,1003.0
1,22.0,1003.0
2,20.0,1003.0
4,19.0,1003.0
5,18.0,1004.0
6,17.0,1004.0
6,16.0,1004.0
7,14.0,1005.0
8,14.0,1005.0
7,11.0,1005.0
9,14.0,1006.0
9,18.0,1007.0
3,20.0,1008.0
1,22.0,1008.0
-3,25.0,1008.0
-3,24.0,1008.0
-3,26.0,1008.0
-3,27.0,1007.0
6,26.0,1007.0
6,23.0,1007.0
5,22.0,1009.0
4,21.0,1009.0
4,19.0,1011.0
4,17.0,1013.0
3,15.0,1015.0
3,15.0,1016.0
2,14.0,1017.0
1,14.0,1017.0
0,13.0,1018.0
0,11.0,1018.0
1,10.0,1019.0
2,8.0,1019.0
2,7.0,1019.0
2,7.0,1020.0
1,12.0,1020.0
-7,16.0,1021.0
-12,18.0,1021.0
-12,18.0,1021.0
-11,20.0,1020.0
-10,20.0,1019.0
-9,21.0,1017.0
-10,21.0,1016.0
-10,22.0,1014.0
-10,21.0,1013.0
-7,21.0,1013.0
-4,20.0,1013.0
-3,19.0,1013.0
-2,17.0,1014.0
-1,16.0,1014.0
0,15.0,1014.0
0,15.0,1014.0
1,15.0,1013.0
2,13.0,1013.0
2,12.0,1013.0
2,12.0,1012.0
3,11.0,1012.0
3,10.0,1012.0
3,10.0,1012.0
3,11.0,1012.0
3,13.0,1012.0
3,16.0,1012.0
4,17.0,1011.0
4,20.0,1010.0
4,21.0,1009.0
4,23.0,1007.0
5,25.0,1005.0
5,26.0,1005.0
4,25.0,1004.0
4,25.0,1004.0
6,24.0,1004.0
8,24.0,1004.0
10,23.0,1005.0
10,22.0,1006.0
11,20.0,1006.0
11,20.0,1006.0
11,19.0,1006.0
12,18.0,1006.0
12,18.0,1006.0
12,17.0,1006.0
13,16.0,1006.0
13,15.0,1007.0
13,16.0,1007.0
12,17.0,1008.0
12,17.0,1008.0
12,18.0,1009.0
11,18.0,1009.0
11,19.0,1009.0
11,19.0,1009.0
12,20.0,1008.0
12,20.0,1008.0
12,21.0,1007.0
12,22.0,1007.0
12,22.0,1007.0
12,20.0,1007.0
12,18.0,1008.0
12,17.0,1008.0
13,18.0,1010.0
14,15.0,1011.0
13,15.0,1012.0
13,14.0,1011.0
13,14.0,1010.0
13,14.0,1011.0
13,14.0,1010.0
13,14.0,1011.0
13,13.0,1011.0
11,12.0,1011.0
10,13.0,1012.0
8,13.0,1013.0
7,13.0,1013.0
7,13.0,1013.0
7,14.0,1013.0
8,14.0,1013.0
9,14.0,1012.0
9,15.0,1012.0
9,15.0,1012.0
9,15.0,1011.0
9,16.0,1011.0
10,15.0,1011.0
10,14.0,1012.0
10,14.0,1013.0
10,14.0,1013.0
10,14.0,1013.0
9,15.0,1013.0
10,14.0,1014.0
10,14.0,1014.0
11,14.0,1014.0
11,15.0,1014.0
12,14.0,1014.0
11,14.0,1015.0
12,14.0,1015.0
13,15.0,1016.0
13,15.0,1016.0
13,16.0,1017.0
13,15.0,1017.0
13,14.0,1017.0
12,14.0,1017.0
11,13.0,1017.0
11,12.0,1017.0
11,12.0,1017.0
11,12.0,1017.0
11,12.0,1017.0
11,12.0,1017.0
12,12.0,1017.0
12,12.0,1018.0
12,12.0,1018.0
12,12.0,1018.0
12,12.0,1017.0
12,12.0,1017.0
12,13.0,1016.0
11,12.0,1015.0
11,12.0,1014.0
11,12.0,1013.0
10,11.0,1013.0
10,11.0,1013.0
10,12.0,1013.0
10,12.0,1013.0
10,13.0,1013.0
10,13.0,1013.0
9,13.0,1013.0
10,13.0,1011.0
11,14.0,1011.0
11,14.0,1010.0
11,16.0,1009.0
11,16.0,1008.0
11,16.0,1007.0
11,16.0,1007.0
11,15.0,1007.0
11,14.0,1007.0
11,14.0,1008.0
11,14.0,1007.0
10,14.0,1007.0
11,14.0,1007.0
11,13.0,1006.0
11,13.0,1006.0
11,13.0,1005.0
10,13.0,1004.0
9,13.0,1004.0
8,13.0,1004.0
8,13.0,1005.0
9,13.0,1005.0
10,14.0,1005.0
10,16.0,1005.0
10,18.0,1004.0
11,19.0,1003.0
11,20.0,1003.0
11,21.0,1002.0
12,22.0,1001.0
12,22.0,1001.0
13,22.0,1001.0
13,20.0,1001.0
13,18.0,1001.0
14,17.0,1002.0
14,18.0,1003.0
13,17.0,1003.0
13,17.0,1003.0
13,16.0,1004.0
13,16.0,1004.0
12,16.0,1004.0
13,16.0,1003.0
12,16.0,1003.0
12,16.0,1003.0
12,16.0,1003.0
12,16.0,1004.0
13,17.0,1004.0
13,17.0,1004.0
13,18.0,1004.0
14,19.0,1004.0
14,20.0,1003.0
15,21.0,1003.0
15,23.0,1002.0
16,24.0,1002.0
16,24.0,1001.0
16,24.0,1001.0
15,22.0,1001.0
15,21.0,1001.0
15,19.0,1001.0
14,20.0,1002.0
15,18.0,1002.0
15,20.0,1003.0
14,19.0,1004.0
14,18.0,1003.0
14,17.0,1003.0
14,16.0,1003.0
14,16.0,1002.0
13,16.0,1003.0
14,16.0,1004.0
13,17.0,1004.0
14,17.0,1004.0
15,16.0,1006.0
16,16.0,1005.0
16,17.0,1006.0
15,16.0,1006.0
15,15.0,1006.0
15,16.0,1007.0
14,15.0,1006.0
13,14.0,1006.0
13,14.0,1006.0
13,14.0,1006.0
13,14.0,1007.0
13,14.0,1008.0
12,14.0,1009.0
12,14.0,1008.0
10,13.0,1008.0
8,13.0,1007.0
6,11.0,1007.0
2,12.0,1006.0
1,11.0,1007.0
0,9.0,1007.0
-1,8.0,1008.0
-1,8.0,1008.0
-3,14.0,1008.0
-2,16.0,1009.0
-4,17.0,1009.0
-5,18.0,1009.0
-8,18.0,1009.0
-8,19.0,1008.0
-9,20.0,1008.0
-8,20.0,1007.0
-8,20.0,1007.0
-8,20.0,1007.0
-8,19.0,1007.0
-8,17.0,1007.0
-6,16.0,1008.0
-7,13.0,1008.0
0,10.0,1009.0
3,9.0,1008.0
0,9.0,1008.0
2,9.0,1008.0
2,7.0,1007.0
2,5.0,1007.0
1,7.0,1007.0
1,5.0,1006.0
0,4.0,1006.0
1,5.0,1006.0
2,9.0,1006.0
2,11.0,1005.0
2,14.0,1005.0
3,15.0,1004.0
2,15.0,1003.0
2,17.0,1002.0
5,19.0,1000.0
8,20.0,1000.0
2,23.0,999.0
2,24.0,998.0
2,23.0,998.0
9,21.0,997.0
9,17.0,998.0
9,16.0,998.0
9,13.0,997.0
8,15.0,997.0
9,14.0,997.0
8,14.0,997.0
10,16.0,995.0
10,16.0,995.0
9,13.0,995.0
9,14.0,997.0
9,13.0,996.0
10,13.0,996.0
10,15.0,997.0
11,18.0,998.0
0,22.0,998.0
-5,22.0,999.0
-7,22.0,1000.0
-10,22.0,1001.0
-10,23.0,1001.0
-10,23.0,1001.0
-12,23.0,1001.0
-12,23.0,1001.0
-12,22.0,1002.0
-12,21.0,1003.0
-12,19.0,1004.0
-12,18.0,1006.0
-13,16.0,1008.0
-12,16.0,1008.0
-11,14.0,1009.0
-14,14.0,1009.0
-13,14.0,1010.0
-12,13.0,1010.0
-13,13.0,1010.0
-15,12.0,1010.0
-14,11.0,1011.0
-11,11.0,1012.0
-5,12.0,1013.0
-9,13.0,1013.0
-10,15.0,1014.0
-12,16.0,1015.0
-10,17.0,1014.0
-9,18.0,1013.0
-7,19.0,1013.0
-7,19.0,1012.0
-5,19.0,1011.0
-6,19.0,1011.0
-7,19.0,1011.0
-4,18.0,1011.0
-1,16.0,1011.0
-1,15.0,1012.0
-2,14.0,1013.0
-2,13.0,1014.0
-1,12.0,1014.0
-1,12.0,1014.0
-1,11.0,1014.0
1,10.0,1014.0
2,9.0,1014.0
4,8.0,1014.0
3,9.0,1014.0
4,8.0,1014.0
4,11.0,1014.0
3,13.0,1014.0
0,15.0,1014.0
-3,17.0,1014.0
-3,19.0,1013.0
-4,19.0,1012.0
-1,21.0,1011.0
-2,21.0,1011.0
-2,21.0,1010.0
0,20.0,1009.0
1,20.0,1009.0
1,19.0,1009.0
2,17.0,1009.0
2,16.0,1010.0
3,15.0,1010.0
3,15.0,1011.0
5,14.0,1011.0
10,13.0,1011.0
11,12.0,1011.0
11,12.0,1010.0
11,12.0,1010.0
10,11.0,1010.0
10,10.0,1010.0
10,10.0,1010.0
12,12.0,1010.0
12,13.0,1010.0
11,14.0,1010.0
12,15.0,1010.0
12,17.0,1010.0
12,18.0,1009.0
12,19.0,1009.0
11,20.0,1009.0
11,21.0,1008.0
12,21.0,1008.0
12,20.0,1008.0
13,19.0,1008.0
13,18.0,1009.0
12,17.0,1010.0
13,16.0,1011.0
13,16.0,1011.0
14,15.0,1011.0
13,15.0,1011.0
14,15.0,1011.0
13,14.0,1011.0
12,14.0,1011.0
12,13.0,1011.0
12,13.0,1011.0
12,13.0,1012.0
13,15.0,1012.0
12,17.0,1013.0
12,19.0,1014.0
12,21.0,1014.0
14,22.0,1014.0
15,23.0,1014.0
13,23.0,1013.0
13,23.0,1013.0
14,22.0,1012.0
12,22.0,1011.0
13,22.0,1011.0
12,21.0,1010.0
9,21.0,1010.0
10,20.0,1011.0
10,20.0,1011.0
9,19.0,1011.0
10,18.0,1011.0
9,17.0,1010.0
8,16.0,1010.0
9,15.0,1009.0
10,14.0,1010.0
10,14.0,1009.0
10,12.0,1009.0
11,12.0,1009.0
12,15.0,1010.0
13,18.0,1010.0
11,21.0,1010.0
11,23.0,1009.0
12,25.0,1009.0
10,28.0,1008.0
6,30.0,1007.0
3,31.0,1006.0
6,31.0,1005.0
